"Key","Type","Desc","English","Chinese (Simplified)","French","German","Italian","Polish","Russian","Spanish","UI_Tester"
"VOID_OMEN_DESCRIPTION_TEXT_EXTRA_HELENA_5","Text","","<i>""Belief in extravagant conspiracy theories, attributing supreme power of manipulation and nefarious purpose to an ethnic group or some other collective, was a hallmark of our pre-collapse civilization. Some things I wish we could put under the ground and never dig up.""</i>","<i>“相信夸张的阴谋论，将至高操控力和邪恶目的归咎于某个族群或其他集体，是我们崩溃前文明的标志。有些事情我真希望我们能埋葬起来永不挖掘。”</i>","<i> « La croyance en des théories du complot extravagantes, attribuant un pouvoir suprême de manipulation et des intentions néfastes à un groupe ethnique ou à toute autre collectivité, était une caractéristique de notre civilisation d’avant l’effondrement. Certaines choses, j’aimerais qu’on puisse les mettre sous terre et ne jamais les déterrer. »</i>","<i>„Der Glaube an absurde Verschwörungstheorien war schon vor dem Zusammenbruch ein Markenzeichen unserer Zivilisation. Manche Dinge hätte man besser begraben.“</i>","","","<i>""Вера в экстравагантные теории заговора, приписывающие этнической группе или какой-либо другой группе нереальную силу манипулирования и, заодно, гнусные цели, была отличительной чертой нашей цивилизации, существовавшей до апокалипсиса. Какашки, которые я хотела бы глубоко зарыть в землю и никогда не выкапывать обратно.""</i>","",""
"VOID_OMEN_DESCRIPTION_TEXT_EXTRA_HELENA_6","Text","","<i>""Have we always been in this race? Also those that had called Earth their home before us?""</i>","<i>“我们一直都在这场竞赛中吗？还有那些在我们之前称地球为家的先行者？”</i>","<i> « Avons‑nous toujours été dans cette course ? Et ceux qui appelaient la Terre leur foyer avant nous ? »</i>","<i>„Waren wir schon immer in diesem Wettlauf? Und auch diejenigen, die vor uns die Erde ihre Heimat nannten?“</i>","","","<i>""Всегда ли мы участвовали в этой гонке? А те, которые еще до нас называли Землю своим домом?""</i>","",""
"VOID_OMEN_INTRO","Text","","We believe we are observing the first effects of the Oneiric Delirium on a collective scale. The phenomenon is akin to mass hysteria.

Synedrion psycho-sociologists are rationalizing the documented instances of widespread psychosis as the result of stresses to which our communities are subjected when our species is facing the possibility of extinction.

However, the global scale and eerie thematic homogeneity of these events suggests a different causal relationship.

Given what we know about the Oneiric Delirium and its connection to the Mist, there is little room for doubt: our collective psyche has become another battleground in our struggle with the Pandoravirus.","我们相信正在观察梦魇谵妄在集体层面的初步影响。这种现象类似于群体歇斯底里。

平衡议会的心理社会学家将广泛精神病发作的记录归因于当我们的物种面临灭绝可能时，社区所承受的压力。

然而，这些事件的全球规模和诡异的主题同质性暗示了不同的因果关系。

鉴于我们对梦魇谵妄及其与迷雾的联系所知，几乎无可置疑：我们的集体心灵已成为我们与潘多拉病毒斗争的另一个战场。","Nous pensons que nous observons les premiers effets du Delirium à l'échelle collective. Le phénomène s'apparente à une hystérie de masse.

Les psychosociologues de Synedrion rationalisent les cas documentés de psychose généralisée comme étant le résultat du stress auquel nos communautés sont soumises lorsque notre espèce est confrontée à la possibilité d'extinction.

Cependant, l'échelle mondiale et l'étrange homogénéité thématique de ces événements suggèrent une relation causale différente.

Compte tenu de ce que nous savons du Delirium et de son lien avec la Brume, le doute n'est plus permis : notre psyché collective est devenue un autre champ de bataille dans notre lutte contre le pandoravirus.","Wir glauben, die ersten Auswirkungen des Oneirischen Deliriums auf kollektiver Ebene zu beobachten. Das Phänomen ähnelt einer Massenhysterie.

Psychosoziologen des Synedrion erklären die dokumentierten Fälle weitverbreiteter Psychosen mit dem Stress, dem unsere Gemeinschaften ausgesetzt sind, während unsere Spezies vor dem Aussterben steht.

Das globale Ausmaß und die unheimliche thematische Homogenität dieser Ereignisse deuten jedoch auf einen anderen Kausalzusammenhang hin.

Angesichts unseres Wissens über das Oneirische Delirium und seine Verbindung zum Nebel besteht kaum ein Zweifel: Unsere kollektive Psyche ist zu einem weiteren Schlachtfeld im Kampf gegen das Pandoravirus geworden.","","","Мы считаем, что наблюдаем первые проявления Сонного Безумия в коллективном масштабе. Это явление сродни массовой истерии.

Психосоциологи Синедриона объясняют документально подтвержденные случаи широкого распространения психозов как результат стрессов, которым подвергаются наши сообщества, когда наш вид оказывается на грани вымирания.

Однако глобальный масштаб и жуткая тематическая однородность этих событий наводят на мысль о другой причинно-следственной связи.

Учитывая то, что мы знаем о Сонном Безумии и его связи с Туманом, остается мало места для сомнений: наша коллективная психика стала еще одним полем битвы в нашей борьбе с Пандоравирусом.","",""
"VOID_OMEN_INTRO_TITLE","Text","","Omens of the Void","虚空预兆","Les Influences du Néant","Omen der Leere","","","Знамения Пустоты","",""
"SDI_01_TEXT_GENERAL_0","Text","","We are ready to share our preliminary findings regarding the new Pandoravirus outbreak.

The viral mist is an extremely unusual phenomenon. It is in fact a highly complex aerosol, capable of moving with deliberation and transporting viral DNA and other microbes.

It is our belief that the vast waves of mist that helped cause the destruction of civilization were generated underwater by gigantic, mutated structures. Each wave, including the current one (referred to by the population as the Third Mist), has slightly different properties.
","我们准备分享关于新一轮潘多拉病毒爆发的初步发现。

病毒迷雾是一种极为异常的现象。它实际上是一种高度复杂的气溶胶，能够有意识地移动并携带病毒DNA及其他微生物。

我们相信，导致文明毁灭的巨大迷雾浪潮是由水下巨型变异结构产生的。每一波浪潮，包括当前被民众称为第三迷雾的浪潮，具有略微不同的特性。
","Nous sommes prêts à partager nos premières observations concernant la nouvelle épidémie de Pandoravirus.

La Brume virale est un phénomène extrêmement inhabituel. Il s’agit en fait d’un aérosol très complexe, capable de se déplacer de manière délibérée et de transporter de l’ADN viral ainsi que d’autres microbes.

Nous pensons que les vastes vagues de Brume ayant contribué à la destruction de la civilisation ont été générées sous l’eau par d’immenses structures mutées. Chaque vague, y compris celle actuelle (appelée par la population la Troisième Brume), possède des propriétés légèrement différentes.","Wir sind bereit, unsere vorläufigen Erkenntnisse zum neuen Pandoravirus-Ausbruch zu teilen.

Der virale Nebel ist ein äußerst ungewöhnliches Phänomen. Es handelt sich dabei um ein hochkomplexes Aerosol, das sich gezielt bewegen kann und virale DNA sowie andere Mikroorganismen transportiert.

Wir gehen davon aus, dass die gewaltigen Nebelwellen, die zur Zerstörung der Zivilisation beigetragen haben, unter Wasser von gigantischen, mutierten Strukturen erzeugt wurden. Jede Welle, einschließlich der aktuellen (von der Bevölkerung als „Dritter Nebel“ bezeichnet), weist leicht unterschiedliche Eigenschaften auf.","","","Мы готовы поделиться нашими предварительными выводами относительно новой вспышки Пандоравирусной инфекции.

Вирусный Туман - чрезвычайно необычное явление. На самом деле это очень сложный аэрозоль, способный целенаправленно перемещаться и переносить вирусную ДНК и другие микробы.

Мы считаем, что огромные волны Тумана, которые привели к гибели цивилизации, были созданы под водой гигантскими мутировавшими структурами. Каждая волна, включая текущую (которую люди называет Третьим Туманом), имеет несколько отличающиеся друг от друга свойства.","",""
"SDI1_OUTCOME","Text","","We have received reports of a variety of afflictions suffered by individuals who have traveled or reside in areas covered by the mist: tiredness, lack of energy, brain fog, anguish, and sometimes hallucinations.

So far we can conclude the following:

1) Symptoms never fully disappear, but are negligible when the subjects are fully rested, and progressively become worse as they exert themselves.
2) Symptoms get worse if the subject stays or returns to locations where mist is present.

We have termed this condition ""Oneiric Delirium"", on account of the subjects complaining of nightmares, or ""crazy dreams"", with similar themes of monstrous degeneration and smothering.

<color=#ec9006><b>Our operatives can now be afflicted with a Delirium status of up to a third of their Willpower</b></color>","我们收到报告，称在迷雾覆盖区域旅行或居住的个体遭受多种症状：疲劳、无力、大脑迷雾、痛苦，有时还有幻觉。

目前我们可以得出以下结论：

1）症状从未完全消失，但在个体充分休息时可忽略不计，且随着体力消耗逐渐加重。
2）若个体停留或返回有迷雾的地点，症状会恶化。

我们将此状况称为“梦魇谵妄”，因患者抱怨噩梦或“疯狂梦”，主题多为怪物变异和窒息感。

<color=#ec9006><b>我们的干员现在可能受到高达其意志力三分之一的谵妄状态影响</b></color>","Nous avons reçu des rapports concernant diverses afflictions touchant les individus ayant voyagé ou résidant dans des zones couvertes par la Brume : fatigue, manque d’énergie, brouillard mental, angoisse, et parfois hallucinations.

Jusqu’à présent, nous pouvons conclure ce qui suit :

1/ Les symptômes ne disparaissent jamais complètement, mais sont négligeables lorsque les sujets sont pleinement reposés, et s’aggravent progressivement lorsqu’ils se fatiguent.
2/ Les symptômes s’intensifient si le sujet reste ou retourne dans des lieux où la Brume est présente.

Nous avons nommé cette condition « Delirium », en raison des plaintes des sujets concernant des cauchemars, ou des « rêves fous », présentant des thèmes similaires de dégénérescence monstrueuse et d’étouffement.

<color=#ec9006><b>Nos unités peuvent désormais être affectées par un statut Delirium pouvant atteindre le tier de leur Volonté</b></color>","Uns liegen Berichte über diverse Heimsuchungen vor, die Personen befallen, welche nebelverhangene Gebiete bereist oder dort gelebt haben: Müdigkeit, Energielosigkeit, geistige Trübung, Seelenqualen und mitunter Halluzinationen.

Bisher können wir Folgendes feststellen:

1. Die Symptome verschwinden nie vollständig, sind aber im ausgeruhten Zustand kaum wahrnehmbar und verschlimmern sich bei Anstrengung.

2. Die Symptome verstärken sich bei Aufenthalt oder Rückkehr in nebelverseuchte Gebiete.

Wir haben diesen Zustand als „Oneirisches Delirium“ bezeichnet, da die Betroffenen über Albträume oder „wirre Träume“ klagen, die ähnliche Motive von monströser Degeneration und Beklemmung aufweisen.

<color=#B45FBB><b>Das Delirium kann nun bis zu einem Drittel der Willenskraft unserer Einheiten blockieren!</b></color>","","","Мы получили сообщения о различных недугах, от которых страдают люди, путешествующие или проживающие в районах, покрытых Туманом: усталость, недостаток энергии, затуманивание сознания, тоска, а иногда и галлюцинации.

На данный момент мы можем сделать следующие выводы:

1) Симптомы никогда полностью не исчезают, но уменьшаются, если больной полностью отдохнул, и постепенно ухудшаются по мере того, как он бодрствует.
2) Симптомы усиливаются, если больной остается или возвращается в места, где присутствует Туман.

Мы назвали это состояние ""Сонным Безумием"" из-за того, что больные жаловались на удушающие ночные кошмары, или ""безумные сны"", со схожими видениями чудовищ.

<color=#ec9006><b>Теперь наши бойцы могут получать статус заражения Сонным Безумием с максимальным уровнем до трети их Силы Воли</b></color>","",""
"SDI_01_TITLE","Text","","The Third Mist","第三迷雾","La Troisième Brume","Der Dritte Nebel","","","Третий Туман","",""
"SDI6_OUTCOME","Text","","The Oneiric Delirium grows stronger.

<color=#e8bcf0><b>Our operatives can now be afflicted with a Delirium status of up to half of their Willpower</b></color>","梦魇谵妄加剧。

<color=#e8bcf0><b>我们的干员现在可能受到高达其意志力一半的谵妄状态影响</b></color>","Le Delirium s’intensifie.

<color=#e8bcf0><b>Nos unités peuvent désormais être affectées par un statut Delirium pouvant atteindre la moitié de leur Volonté</b></color>","Das Oneirische Delirium wird stärker.

<color=#e8bcf0><b>Unsere Einheiten können nun von einem Delirium / Traum befallen werden, das bis zu die Hälfte ihrer Willenskraft ausmacht.</b></color>","","","Сонное Безумие становится все сильнее.

<color=#e8bcf0><b>Теперь наши бойцы могут получать статус заражения Сонным Безумием с максимальным уровнем до половины их Силы Воли</b></color>","",""
"SDI7_OUTCOME","Text","","<color=#e8bcf0><b>Havens in the Mist can become infested instead of destroyed when attacked by Pandorans. Infested havens accelerate Pandoran evolution.</b></color>","<color=#e8bcf0><b>迷雾中的避难所在遭受潘多拉体攻击时可以被感染而非摧毁。被感染的避难所会加速潘多拉体的进化。</b></color>","<color=#e8bcf0><b>Les refuges dans la Brume peuvent être infestés plutôt que détruits lorsqu’ils sont attaqués par les Pandoriens. Les refuges infestés accélèrent l’évolution pandorienne.</b></color>","<color=#e8bcf0><b>Zufluchten im Nebel können bei Angriffen von Pandoranern befallen statt zerstört werden. Befallene Zufluchten beschleunigen die pandoranische Evolution.</b></color>","","","<color=#e8bcf0><b>Убежища в Тумане могут быть заражены, а не уничтожены при нападении Пандоранов. Зараженные убежища ускоряют эволюцию Пандоранов.</b></color>","",""
"SDI09_OUTCOME","Text","","<color=#e8bcf0><b>The Umbra grow in strength</b></color>","<color=#e8bcf0><b>幽影力量增强</b></color>","<color=#e8bcf0><b>Les Umbra gagnent en puissance</b></color>","<color=#e8bcf0><b>Die Umbra gewinnen an Stärke</b></color>","","","<color=#e8bcf0><b>Фиолетовые Твари становятся сильнее</b></color>","",""
"SDI10_OUTCOME","Text","","The Oneiric Delirium grows stronger.

<color=#e8bcf0><b>Our operatives can now be afflicted with a Delirium status equal to their Willpower</b></color>","梦魇谵妄增强。

<color=#e8bcf0><b>我们的干员现在可能会受到等同于其意志力的谵妄状态影响</b></color>","Le Delirium s’intensifie.

<color=#e8bcf0><b>Nos unités peuvent désormais être affectées par un statut Delirium égal à leur Volonté</b></color>","Das Oneirische Delirium wird stärker.

<color=#e8bcf0><b>Unsere Einheiten können nun von einem Delirium befallen werden, dessen Stärke ihrer Willenskraft entspricht.</b></color>","","","Сонное Безумие становится еще сильнее.

<color=#e8bcf0><b>Теперь наши бойцы могут получать статус заражения Сонным Безумием с максимальным уровнем равным их Силе Воли</b></color>","",""
"SDI11_OUTCOME","Text","","<b> Berith are coming! </b>","<b>贝里斯正在来临！</b>","<b>Les Berith arrivent !</b>","<b>Die Berith kommen!</b>","","","<b> Они идут! </b>","",""
"KEY_VOID_OMEN_NEW","Text","","NEW:","新：","NOUVEAU :","NEU:","","","НОВОЕ:","",""
"KEY_VOID_OMEN_LUCKY_ROLL","Text","","""Can you feel it? The weight lifting off your chest? These days we are lucky if we get any respite at all."" - Alistair Ashby","“你能感觉到吗？胸口的重担正在消散？如今我们能有任何喘息的机会都算幸运了。” - 阿利斯泰尔·阿什比","« Tu le sens ? Ce poids qui se lève de ta poitrine ? Ces jours-ci, on a de la chance si on a un moment de répit, même un tout petit. » - Alistair Ashby","<i>„Spürst du es? Wie eine Last von deiner Brust fällt? Heutzutage können wir uns glücklich schätzen, wenn wir überhaupt etwas Ruhe finden.“</i> – Alistair Ashby","","","""Ты чувствуешь это? Тяжесть упала с твоих плеч? В эти дни нам везет, если мы вообще получаем передышку"" - Алистер Эшби","",""
"KEY_VOID_OMEN_REMOVED_TEXT0","Text","","REMOVED:","移除：","SUPPRIMÉ :","ENTFERNT:","","","ЗАВЕРШЕНО:","",""
"KEY_VOID_OMEN_REMOVED_TEXT1","Text","","passed over.","被忽视。","ignoré.","übergangen.","","","завершено.","",""
"KEY_VOID_OMEN_REMOVED0","Text","","You destroyed a Pandoran Colony!","你摧毁了一个潘多拉殖民地！","Vous avez détruit une colonie pandorienne !","Du hast eine pandoranische Kolonie zerstört!","","","Вы уничтожили Пандоранскую колонию!","",""
"KEY_VOID_OMEN_REMOVED1","Text","","The odds are in your favor!","胜算对你有利！","Les chances sont de votre côté !","Die Chancen stehen zu deinen Gunsten!","","","Шансы на вашей стороне!","",""
"KEY_VOID_OMEN_REMOVED2","Text","","replaced by new Void Omen.","被新的虚空预兆取代。","remplacé par la nouvelle Influence du Néant.","ersetzt durch ein neues Omen der Leere.","","","заменено новым Знамением Пустоты!","",""
"KEY_ODPIA_TEXT","Text","","Oneiric Delirium Psychosocial Impact Assessment","梦魇谵妄心理社会影响评估","Évaluation de l’impact psychosocial du Delirium","Oneirisches Delirium – Psychosoziale Folgenabschätzung","","","Оценка психосоциального воздействия Сонного Безумия","",""
"KEY_EXCREPT","Text","","Excerpt from","摘录自","Extrait de","Auszug aus","","","Выдержка из документа","",""
"KEY_EXECUTIVE_SUMMARY","Text","","Executive Summary","执行摘要","Résumé exécutif","Zusammenfassung","","","Краткое содержание","",""
